region_id,lineage_id,lineage_gap,lineage_reliability,effective_n,prior_events,source_party_names,weighted_gap,regional_distinctiveness,target_election_id
sido_48,party:가자환경당,1.3387147442741297e-05,0.4,1.0,1,가자환경당,5.354858977096519e-06,0.23895817673660644,pres_2022
sido_48,party:가자희망2080,-0.00016814894019283119,0.556591747595758,1.8925911014380397,2,가자희망2080,-9.35903124783025e-05,0.23895817673660644,pres_2022
sido_48,party:개혁국민신당,2.3472874242116927e-06,0.4,1.0,1,개혁국민신당,9.389149696846771e-07,0.23895817673660644,pres_2022
sido_48,party:건국당,-3.60962701964648e-06,0.4,1.0,1,,-1.4438508078585922e-06,0.23895817673660644,pres_2022
sido_48,party:건설국민승리21,0.003084144827256486,0.4,1.0,1,건설국민승리21,0.0012336579309025946,0.23895817673660644,pres_2022
sido_48,party:겨레자유평화통일당,-3.740255344354668e-05,0.4,1.0,1,,-1.4961021377418673e-05,0.23895817673660644,pres_2022
sido_48,party:경제공화당,0.00021856933293041246,0.4,1.0,1,경제공화당,8.742773317216499e-05,0.23895817673660644,pres_2022
sido_48,party:경제애국당,-1.670034725108238e-05,0.4,1.0,1,경제애국당,-6.680138900432952e-06,0.23895817673660644,pres_2022
sido_48,party:고용복지연금선진화연대,0.00012949775663452764,0.5565401558283463,1.8925911014380394,2,고용복지연금선진화연대,7.207070165680127e-05,0.23895817673660644,pres_2022
sido_48,party:공명민주당,0.007786334411370403,0.4,1.0,1,공명민주당,0.0031145337645481614,0.23895817673660644,pres_2022
sido_48,party:공화당,0.00027295243845218474,0.8329137077095023,8.036182688717096,10,공화당,0.00022734582753955893,0.23895817673660644,pres_2022
sido_48,party:구국참사람연합,-9.18543096824541e-06,0.4,1.0,1,,-3.6741723872981643e-06,0.23895817673660644,pres_2022
sido_48,party:구국총연합,-2.5640276608599055e-05,0.557854286716339,1.8925911014380397,2,구국총연합,-1.4303538218699657e-05,0.23895817673660644,pres_2022
sido_48,party:국가혁명배당금당,0.0015219037951229703,0.5577312177368035,1.8925911014380399,2,국가혁명배당금당,0.0008488132569321969,0.23895817673660644,pres_2022
sido_48,party:국민대통합당,-0.00013509607330870017,0.4,1.0,1,국민대통합당,-5.4038429323480073e-05,0.23895817673660644,pres_2022
sido_48,party:국민새정당,1.1902470818831439e-05,0.5577531233723833,1.8925911014380399,2,국민새정당,6.638640275051883e-06,0.23895817673660644,pres_2022
sido_48,party:국민생각,-0.0014457747026831952,0.4,1.0,1,,-0.0005783098810732781,0.23895817673660644,pres_2022
sido_48,party:국민실향안보당,-0.00045765489563450064,0.5541724146546722,1.8925911014380392,2,국민실향안보당,-0.0002536197185923032,0.23895817673660644,pres_2022
sido_48,party:국민의 힘,-2.0447649020194096e-06,0.4,1.0,1,,-8.179059608077639e-07,0.23895817673660644,pres_2022
sido_48,party:국민의당,-0.10449312596377007,0.5230349049261133,1.9531260610733965,2,국민의당|제3지대,-0.054653552203892855,0.23895817673660644,pres_2022
sido_48,party:국민참여신당,5.883792513852368e-05,0.4,1.0,1,국민참여신당,2.3535170055409476e-05,0.23895817673660644,pres_2022
sido_48,party:국민통합21,-0.005900814496824293,0.5387578496827724,1.8925911014380397,2,국민통합21,-0.003179110129685987,0.23895817673660644,pres_2022
sido_48,party:국민행복당,0.0011277325658783333,0.5556032251405089,1.8925911014380392,2,국민행복당,0.0006265718506979833,0.23895817673660644,pres_2022
sido_48,party:기독당,-0.0011349261550365778,0.7871759822377108,6.111511833501846,7,기독당,-0.0008933866108581867,0.23895817673660644,pres_2022
sido_48,party:기독자유당,-0.001663488158458384,0.5449436740427044,1.8925911014380394,2,기독자유당,-0.0009065073487968442,0.23895817673660644,pres_2022
sido_48,party:기독자유통일당,-0.0005916452296824421,0.5568988362872684,1.8925911014380399,2,기독자유통일당,-0.0003294865399050657,0.23895817673660644,pres_2022
